":START_ID",":END_ID",":TYPE"
"AUTH_3543_S","AUTH_3543_T","CITES_AUTHORITY"
"AUTH_3544_S","AUTH_3544_T","CITES_AUTHORITY"
"AUTH_3545_S","AUTH_3545_T","CITES_AUTHORITY"
"AUTH_3546_S","AUTH_3546_T","CITES_AUTHORITY"
"AUTH_3547_S","AUTH_3547_T","CITES_AUTHORITY"
"AUTH_3548_S","AUTH_3548_T","CITES_AUTHORITY"
"AUTH_3549_S","AUTH_3549_T","CITES_AUTHORITY"
"AUTH_3550_S","AUTH_3550_T","CITES_AUTHORITY"
"AUTH_3551_S","AUTH_3551_T","CITES_AUTHORITY"
"AUTH_3552_S","AUTH_3552_T","CITES_AUTHORITY"
"AUTH_3553_S","AUTH_3553_T","CITES_AUTHORITY"
"AUTH_3554_S","AUTH_3554_T","CITES_AUTHORITY"
"AUTH_3555_S","AUTH_3555_T","CITES_AUTHORITY"
"AUTH_3556_S","AUTH_3556_T","CITES_AUTHORITY"
"AUTH_3557_S","AUTH_3557_T","CITES_AUTHORITY"
"AUTH_3558_S","AUTH_3558_T","CITES_AUTHORITY"
"AUTH_3559_S","AUTH_3559_T","CITES_AUTHORITY"
"AUTH_3560_S","AUTH_3560_T","CITES_AUTHORITY"
"AUTH_3561_S","AUTH_3561_T","CITES_AUTHORITY"
"AUTH_3562_S","AUTH_3562_T","CITES_AUTHORITY"
"AUTH_3563_S","AUTH_3563_T","CITES_AUTHORITY"
"AUTH_4110_S","AUTH_4110_T","CITES_AUTHORITY"
"AUTH_4878_S","AUTH_4878_T","CITES_AUTHORITY"
"AUTH_4879_S","AUTH_4879_T","CITES_AUTHORITY"
"AUTH_4880_S","AUTH_4880_T","CITES_AUTHORITY"
"AUTH_4881_S","AUTH_4881_T","CITES_AUTHORITY"
"AUTH_4882_S","AUTH_4882_T","CITES_AUTHORITY"
"AUTH_7804_S","AUTH_7804_T","CITES_AUTHORITY"
"AUTH_7805_S","AUTH_7805_T","CITES_AUTHORITY"
"AUTH_5957_S","AUTH_5957_T","CITES_AUTHORITY"
"AUTH_5958_S","AUTH_5958_T","CITES_AUTHORITY"
"AUTH_5959_S","AUTH_5959_T","CITES_AUTHORITY"
"AUTH_5960_S","AUTH_5960_T","CITES_AUTHORITY"
"AUTH_5961_S","AUTH_5961_T","CITES_AUTHORITY"
"AUTH_5962_S","AUTH_5962_T","CITES_AUTHORITY"
"AUTH_5963_S","AUTH_5963_T","CITES_AUTHORITY"
"AUTH_5964_S","AUTH_5964_T","CITES_AUTHORITY"
"AUTH_5965_S","AUTH_5965_T","CITES_AUTHORITY"
"AUTH_5966_S","AUTH_5966_T","CITES_AUTHORITY"
"AUTH_5967_S","AUTH_5967_T","CITES_AUTHORITY"
"AUTH_5968_S","AUTH_5968_T","CITES_AUTHORITY"
"AUTH_5969_S","AUTH_5969_T","CITES_AUTHORITY"
"AUTH_5970_S","AUTH_5970_T","CITES_AUTHORITY"
"AUTH_5971_S","AUTH_5971_T","CITES_AUTHORITY"
"AUTH_5972_S","AUTH_5972_T","CITES_AUTHORITY"
"AUTH_5973_S","AUTH_5973_T","CITES_AUTHORITY"
"AUTH_5974_S","AUTH_5974_T","CITES_AUTHORITY"
"AUTH_5975_S","AUTH_5975_T","CITES_AUTHORITY"
"AUTH_5976_S","AUTH_5976_T","CITES_AUTHORITY"
"AUTH_5977_S","AUTH_5977_T","CITES_AUTHORITY"
"AUTH_5978_S","AUTH_5978_T","CITES_AUTHORITY"
"AUTH_5979_S","AUTH_5979_T","CITES_AUTHORITY"
"AUTH_5980_S","AUTH_5980_T","CITES_AUTHORITY"
"AUTH_5981_S","AUTH_5981_T","CITES_AUTHORITY"
"AUTH_5982_S","AUTH_5982_T","CITES_AUTHORITY"
"AUTH_5983_S","AUTH_5983_T","CITES_AUTHORITY"
"AUTH_5984_S","AUTH_5984_T","CITES_AUTHORITY"
"AUTH_5985_S","AUTH_5985_T","CITES_AUTHORITY"
"AUTH_5986_S","AUTH_5986_T","CITES_AUTHORITY"
"AUTH_5987_S","AUTH_5987_T","CITES_AUTHORITY"
"AUTH_5988_S","AUTH_5988_T","CITES_AUTHORITY"
"AUTH_5989_S","AUTH_5989_T","CITES_AUTHORITY"
"AUTH_5990_S","AUTH_5990_T","CITES_AUTHORITY"
"AUTH_5991_S","AUTH_5991_T","CITES_AUTHORITY"
"AUTH_1897_S","AUTH_1897_T","CITES_AUTHORITY"
"AUTH_1901_S","AUTH_1901_T","CITES_AUTHORITY"
"AUTH_1902_S","AUTH_1902_T","CITES_AUTHORITY"
"AUTH_1903_S","AUTH_1903_T","CITES_AUTHORITY"
"AUTH_1904_S","AUTH_1904_T","CITES_AUTHORITY"
"AUTH_1905_S","AUTH_1905_T","CITES_AUTHORITY"
"AUTH_1906_S","AUTH_1906_T","CITES_AUTHORITY"
"AUTH_1907_S","AUTH_1907_T","CITES_AUTHORITY"
"AUTH_1908_S","AUTH_1908_T","CITES_AUTHORITY"
"AUTH_1909_S","AUTH_1909_T","CITES_AUTHORITY"
"AUTH_1910_S","AUTH_1910_T","CITES_AUTHORITY"
"AUTH_1911_S","AUTH_1911_T","CITES_AUTHORITY"
"AUTH_1913_S","AUTH_1913_T","CITES_AUTHORITY"
"AUTH_1914_S","AUTH_1914_T","CITES_AUTHORITY"
"AUTH_1915_S","AUTH_1915_T","CITES_AUTHORITY"
"AUTH_1916_S","AUTH_1916_T","CITES_AUTHORITY"
"AUTH_1918_S","AUTH_1918_T","CITES_AUTHORITY"
"AUTH_1919_S","AUTH_1919_T","CITES_AUTHORITY"
"AUTH_1920_S","AUTH_1920_T","CITES_AUTHORITY"
"AUTH_1921_S","AUTH_1921_T","CITES_AUTHORITY"
"AUTH_1922_S","AUTH_1922_T","CITES_AUTHORITY"
"AUTH_1923_S","AUTH_1923_T","CITES_AUTHORITY"
"AUTH_1924_S","AUTH_1924_T","CITES_AUTHORITY"
"AUTH_1925_S","AUTH_1925_T","CITES_AUTHORITY"
"AUTH_1927_S","AUTH_1927_T","CITES_AUTHORITY"
"AUTH_1929_S","AUTH_1929_T","CITES_AUTHORITY"
"AUTH_1930_S","AUTH_1930_T","CITES_AUTHORITY"
"AUTH_1931_S","AUTH_1931_T","CITES_AUTHORITY"
"AUTH_1932_S","AUTH_1932_T","CITES_AUTHORITY"
"AUTH_1933_S","AUTH_1933_T","CITES_AUTHORITY"
"AUTH_1934_S","AUTH_1934_T","CITES_AUTHORITY"
"AUTH_1935_S","AUTH_1935_T","CITES_AUTHORITY"
"AUTH_1936_S","AUTH_1936_T","CITES_AUTHORITY"
"AUTH_1937_S","AUTH_1937_T","CITES_AUTHORITY"
"AUTH_1938_S","AUTH_1938_T","CITES_AUTHORITY"
"AUTH_1939_S","AUTH_1939_T","CITES_AUTHORITY"
"AUTH_1941_S","AUTH_1941_T","CITES_AUTHORITY"
"AUTH_1942_S","AUTH_1942_T","CITES_AUTHORITY"
"AUTH_1943_S","AUTH_1943_T","CITES_AUTHORITY"
"AUTH_1944_S","AUTH_1944_T","CITES_AUTHORITY"
"AUTH_1945_S","AUTH_1945_T","CITES_AUTHORITY"
"AUTH_1946_S","AUTH_1946_T","CITES_AUTHORITY"
"AUTH_1947_S","AUTH_1947_T","CITES_AUTHORITY"
"AUTH_1948_S","AUTH_1948_T","CITES_AUTHORITY"
"AUTH_1949_S","AUTH_1949_T","CITES_AUTHORITY"
"AUTH_1950_S","AUTH_1950_T","CITES_AUTHORITY"
"AUTH_1951_S","AUTH_1951_T","CITES_AUTHORITY"
"AUTH_1952_S","AUTH_1952_T","CITES_AUTHORITY"
"AUTH_1953_S","AUTH_1953_T","CITES_AUTHORITY"
"AUTH_1954_S","AUTH_1954_T","CITES_AUTHORITY"
"AUTH_1955_S","AUTH_1955_T","CITES_AUTHORITY"
"AUTH_1956_S","AUTH_1956_T","CITES_AUTHORITY"
"AUTH_1957_S","AUTH_1957_T","CITES_AUTHORITY"
"AUTH_1958_S","AUTH_1958_T","CITES_AUTHORITY"
"AUTH_1959_S","AUTH_1959_T","CITES_AUTHORITY"
"AUTH_1960_S","AUTH_1960_T","CITES_AUTHORITY"
"AUTH_1961_S","AUTH_1961_T","CITES_AUTHORITY"
"AUTH_1962_S","AUTH_1962_T","CITES_AUTHORITY"
"AUTH_4088_S","AUTH_4088_T","CITES_AUTHORITY"
"AUTH_4089_S","AUTH_4089_T","CITES_AUTHORITY"
"AUTH_7766_S","AUTH_7766_T","CITES_AUTHORITY"
"AUTH_7767_S","AUTH_7767_T","CITES_AUTHORITY"
"AUTH_9268_S","AUTH_9268_T","CITES_AUTHORITY"
"AUTH_9269_S","AUTH_9269_T","CITES_AUTHORITY"
"AUTH_6966_S","AUTH_6966_T","CITES_AUTHORITY"
"AUTH_6967_S","AUTH_6967_T","CITES_AUTHORITY"
"AUTH_6968_S","AUTH_6968_T","CITES_AUTHORITY"
"AUTH_6969_S","AUTH_6969_T","CITES_AUTHORITY"
"AUTH_6970_S","AUTH_6970_T","CITES_AUTHORITY"
"AUTH_6971_S","AUTH_6971_T","CITES_AUTHORITY"
"AUTH_6972_S","AUTH_6972_T","CITES_AUTHORITY"
"AUTH_6973_S","AUTH_6973_T","CITES_AUTHORITY"
"AUTH_7002_S","AUTH_7002_T","CITES_AUTHORITY"
"AUTH_1002_S","AUTH_1002_T","CITES_AUTHORITY"
"AUTH_1003_S","AUTH_1003_T","CITES_AUTHORITY"
"AUTH_3738_S","AUTH_3738_T","CITES_AUTHORITY"
"AUTH_3739_S","AUTH_3739_T","CITES_AUTHORITY"
"AUTH_3740_S","AUTH_3740_T","CITES_AUTHORITY"
"AUTH_3742_S","AUTH_3742_T","CITES_AUTHORITY"
"AUTH_3743_S","AUTH_3743_T","CITES_AUTHORITY"
"AUTH_3744_S","AUTH_3744_T","CITES_AUTHORITY"
"AUTH_3745_S","AUTH_3745_T","CITES_AUTHORITY"
"AUTH_3746_S","AUTH_3746_T","CITES_AUTHORITY"
"AUTH_3747_S","AUTH_3747_T","CITES_AUTHORITY"
"AUTH_3748_S","AUTH_3748_T","CITES_AUTHORITY"
"AUTH_3749_S","AUTH_3749_T","CITES_AUTHORITY"
"AUTH_3750_S","AUTH_3750_T","CITES_AUTHORITY"
"AUTH_3751_S","AUTH_3751_T","CITES_AUTHORITY"
"AUTH_3752_S","AUTH_3752_T","CITES_AUTHORITY"
"AUTH_3753_S","AUTH_3753_T","CITES_AUTHORITY"
"AUTH_3754_S","AUTH_3754_T","CITES_AUTHORITY"
"AUTH_3755_S","AUTH_3755_T","CITES_AUTHORITY"
"AUTH_3756_S","AUTH_3756_T","CITES_AUTHORITY"
"AUTH_3757_S","AUTH_3757_T","CITES_AUTHORITY"
"AUTH_3758_S","AUTH_3758_T","CITES_AUTHORITY"
"AUTH_3759_S","AUTH_3759_T","CITES_AUTHORITY"
"AUTH_3760_S","AUTH_3760_T","CITES_AUTHORITY"
"AUTH_3761_S","AUTH_3761_T","CITES_AUTHORITY"
"AUTH_3762_S","AUTH_3762_T","CITES_AUTHORITY"
"AUTH_4090_S","AUTH_4090_T","CITES_AUTHORITY"
"AUTH_4091_S","AUTH_4091_T","CITES_AUTHORITY"
"AUTH_4092_S","AUTH_4092_T","CITES_AUTHORITY"
"AUTH_4093_S","AUTH_4093_T","CITES_AUTHORITY"
"AUTH_4929_S","AUTH_4929_T","CITES_AUTHORITY"
"AUTH_4930_S","AUTH_4930_T","CITES_AUTHORITY"
"AUTH_4931_S","AUTH_4931_T","CITES_AUTHORITY"
"AUTH_7840_S","AUTH_7840_T","CITES_AUTHORITY"
"AUTH_8858_S","AUTH_8858_T","CITES_AUTHORITY"
"AUTH_5_S","AUTH_5_T","CITES_AUTHORITY"
"AUTH_58_S","AUTH_58_T","CITES_AUTHORITY"
"AUTH_59_S","AUTH_59_T","CITES_AUTHORITY"
"AUTH_60_S","AUTH_60_T","CITES_AUTHORITY"
"AUTH_61_S","AUTH_61_T","CITES_AUTHORITY"
"AUTH_5095_S","AUTH_5095_T","CITES_AUTHORITY"
"AUTH_5096_S","AUTH_5096_T","CITES_AUTHORITY"
"AUTH_5097_S","AUTH_5097_T","CITES_AUTHORITY"
"AUTH_5098_S","AUTH_5098_T","CITES_AUTHORITY"
"AUTH_5099_S","AUTH_5099_T","CITES_AUTHORITY"
"AUTH_5100_S","AUTH_5100_T","CITES_AUTHORITY"
"AUTH_5101_S","AUTH_5101_T","CITES_AUTHORITY"
"AUTH_5102_S","AUTH_5102_T","CITES_AUTHORITY"
"AUTH_5103_S","AUTH_5103_T","CITES_AUTHORITY"
"AUTH_5104_S","AUTH_5104_T","CITES_AUTHORITY"
"AUTH_5478_S","AUTH_5478_T","CITES_AUTHORITY"
"AUTH_5479_S","AUTH_5479_T","CITES_AUTHORITY"
"AUTH_5480_S","AUTH_5480_T","CITES_AUTHORITY"
"AUTH_5481_S","AUTH_5481_T","CITES_AUTHORITY"
"AUTH_5482_S","AUTH_5482_T","CITES_AUTHORITY"
"AUTH_5483_S","AUTH_5483_T","CITES_AUTHORITY"
"AUTH_6093_S","AUTH_6093_T","CITES_AUTHORITY"
"AUTH_6094_S","AUTH_6094_T","CITES_AUTHORITY"
"AUTH_6095_S","AUTH_6095_T","CITES_AUTHORITY"
"AUTH_6096_S","AUTH_6096_T","CITES_AUTHORITY"
"AUTH_6097_S","AUTH_6097_T","CITES_AUTHORITY"
"AUTH_6098_S","AUTH_6098_T","CITES_AUTHORITY"
"AUTH_6099_S","AUTH_6099_T","CITES_AUTHORITY"
"AUTH_6100_S","AUTH_6100_T","CITES_AUTHORITY"
"AUTH_6101_S","AUTH_6101_T","CITES_AUTHORITY"
"AUTH_6102_S","AUTH_6102_T","CITES_AUTHORITY"
"AUTH_6103_S","AUTH_6103_T","CITES_AUTHORITY"
"AUTH_6104_S","AUTH_6104_T","CITES_AUTHORITY"
"AUTH_6105_S","AUTH_6105_T","CITES_AUTHORITY"
"AUTH_6106_S","AUTH_6106_T","CITES_AUTHORITY"
"AUTH_8209_S","AUTH_8209_T","CITES_AUTHORITY"
"AUTH_5443_S","AUTH_5443_T","CITES_AUTHORITY"
"AUTH_5444_S","AUTH_5444_T","CITES_AUTHORITY"
"AUTH_5445_S","AUTH_5445_T","CITES_AUTHORITY"
"AUTH_5446_S","AUTH_5446_T","CITES_AUTHORITY"
"AUTH_5447_S","AUTH_5447_T","CITES_AUTHORITY"
"AUTH_5448_S","AUTH_5448_T","CITES_AUTHORITY"
"AUTH_5449_S","AUTH_5449_T","CITES_AUTHORITY"
"AUTH_5450_S","AUTH_5450_T","CITES_AUTHORITY"
"AUTH_5451_S","AUTH_5451_T","CITES_AUTHORITY"
"AUTH_5452_S","AUTH_5452_T","CITES_AUTHORITY"
"AUTH_5453_S","AUTH_5453_T","CITES_AUTHORITY"
"AUTH_5454_S","AUTH_5454_T","CITES_AUTHORITY"
"AUTH_5455_S","AUTH_5455_T","CITES_AUTHORITY"
"AUTH_5456_S","AUTH_5456_T","CITES_AUTHORITY"
"AUTH_5457_S","AUTH_5457_T","CITES_AUTHORITY"
"AUTH_5458_S","AUTH_5458_T","CITES_AUTHORITY"
"AUTH_5459_S","AUTH_5459_T","CITES_AUTHORITY"
"AUTH_5460_S","AUTH_5460_T","CITES_AUTHORITY"
"AUTH_6050_S","AUTH_6050_T","CITES_AUTHORITY"
"AUTH_6051_S","AUTH_6051_T","CITES_AUTHORITY"
"AUTH_6052_S","AUTH_6052_T","CITES_AUTHORITY"
"AUTH_6053_S","AUTH_6053_T","CITES_AUTHORITY"
"AUTH_6054_S","AUTH_6054_T","CITES_AUTHORITY"
"AUTH_6055_S","AUTH_6055_T","CITES_AUTHORITY"
"AUTH_6056_S","AUTH_6056_T","CITES_AUTHORITY"
"AUTH_6057_S","AUTH_6057_T","CITES_AUTHORITY"
"AUTH_6058_S","AUTH_6058_T","CITES_AUTHORITY"
"AUTH_6059_S","AUTH_6059_T","CITES_AUTHORITY"
"AUTH_6060_S","AUTH_6060_T","CITES_AUTHORITY"
"AUTH_6061_S","AUTH_6061_T","CITES_AUTHORITY"
"AUTH_6062_S","AUTH_6062_T","CITES_AUTHORITY"
"AUTH_6063_S","AUTH_6063_T","CITES_AUTHORITY"
"AUTH_6064_S","AUTH_6064_T","CITES_AUTHORITY"
"AUTH_8900_S","AUTH_8900_T","CITES_AUTHORITY"
"AUTH_847_S","AUTH_847_T","CITES_AUTHORITY"
"AUTH_848_S","AUTH_848_T","CITES_AUTHORITY"
"AUTH_849_S","AUTH_849_T","CITES_AUTHORITY"
"AUTH_850_S","AUTH_850_T","CITES_AUTHORITY"
"AUTH_851_S","AUTH_851_T","CITES_AUTHORITY"
"AUTH_852_S","AUTH_852_T","CITES_AUTHORITY"
"AUTH_853_S","AUTH_853_T","CITES_AUTHORITY"
"AUTH_854_S","AUTH_854_T","CITES_AUTHORITY"
"AUTH_855_S","AUTH_855_T","CITES_AUTHORITY"
"AUTH_856_S","AUTH_856_T","CITES_AUTHORITY"
"AUTH_7502_S","AUTH_7502_T","CITES_AUTHORITY"
"AUTH_6915_S","AUTH_6915_T","CITES_AUTHORITY"
"AUTH_6981_S","AUTH_6981_T","CITES_AUTHORITY"
"AUTH_6982_S","AUTH_6982_T","CITES_AUTHORITY"
"AUTH_6983_S","AUTH_6983_T","CITES_AUTHORITY"
"AUTH_6984_S","AUTH_6984_T","CITES_AUTHORITY"
"AUTH_6985_S","AUTH_6985_T","CITES_AUTHORITY"
"AUTH_7003_S","AUTH_7003_T","CITES_AUTHORITY"
"AUTH_8857_S","AUTH_8857_T","CITES_AUTHORITY"
"AUTH_547_S","AUTH_547_T","CITES_AUTHORITY"
"AUTH_548_S","AUTH_548_T","CITES_AUTHORITY"
"AUTH_549_S","AUTH_549_T","CITES_AUTHORITY"
"AUTH_550_S","AUTH_550_T","CITES_AUTHORITY"
"AUTH_551_S","AUTH_551_T","CITES_AUTHORITY"
"AUTH_552_S","AUTH_552_T","CITES_AUTHORITY"
"AUTH_553_S","AUTH_553_T","CITES_AUTHORITY"
"AUTH_554_S","AUTH_554_T","CITES_AUTHORITY"
"AUTH_879_S","AUTH_879_T","CITES_AUTHORITY"
"AUTH_880_S","AUTH_880_T","CITES_AUTHORITY"
"AUTH_5147_S","AUTH_5147_T","CITES_AUTHORITY"
"AUTH_5148_S","AUTH_5148_T","CITES_AUTHORITY"
"AUTH_5149_S","AUTH_5149_T","CITES_AUTHORITY"
"AUTH_5566_S","AUTH_5566_T","CITES_AUTHORITY"
"AUTH_6303_S","AUTH_6303_T","CITES_AUTHORITY"
"AUTH_6304_S","AUTH_6304_T","CITES_AUTHORITY"
"AUTH_6305_S","AUTH_6305_T","CITES_AUTHORITY"
"AUTH_6693_S","AUTH_6693_T","CITES_AUTHORITY"
"AUTH_6694_S","AUTH_6694_T","CITES_AUTHORITY"
"AUTH_6695_S","AUTH_6695_T","CITES_AUTHORITY"
"AUTH_6696_S","AUTH_6696_T","CITES_AUTHORITY"
"AUTH_6697_S","AUTH_6697_T","CITES_AUTHORITY"
"AUTH_7487_S","AUTH_7487_T","CITES_AUTHORITY"
"AUTH_7488_S","AUTH_7488_T","CITES_AUTHORITY"
"AUTH_8016_S","AUTH_8016_T","CITES_AUTHORITY"
"AUTH_8021_S","AUTH_8021_T","CITES_AUTHORITY"
"AUTH_8022_S","AUTH_8022_T","CITES_AUTHORITY"
"AUTH_9101_S","AUTH_9101_T","CITES_AUTHORITY"
"AUTH_8042_S","AUTH_8042_T","CITES_AUTHORITY"
"AUTH_9104_S","AUTH_9104_T","CITES_AUTHORITY"
"AUTH_5156_S","AUTH_5156_T","CITES_AUTHORITY"
"AUTH_5157_S","AUTH_5157_T","CITES_AUTHORITY"
"AUTH_5569_S","AUTH_5569_T","CITES_AUTHORITY"
"AUTH_6210_S","AUTH_6210_T","CITES_AUTHORITY"
"AUTH_6211_S","AUTH_6211_T","CITES_AUTHORITY"
"AUTH_6212_S","AUTH_6212_T","CITES_AUTHORITY"
"AUTH_6213_S","AUTH_6213_T","CITES_AUTHORITY"
"AUTH_6214_S","AUTH_6214_T","CITES_AUTHORITY"
"AUTH_6215_S","AUTH_6215_T","CITES_AUTHORITY"
"AUTH_6216_S","AUTH_6216_T","CITES_AUTHORITY"
"AUTH_6217_S","AUTH_6217_T","CITES_AUTHORITY"
"AUTH_6218_S","AUTH_6218_T","CITES_AUTHORITY"
"AUTH_6219_S","AUTH_6219_T","CITES_AUTHORITY"
"AUTH_6220_S","AUTH_6220_T","CITES_AUTHORITY"
"AUTH_6221_S","AUTH_6221_T","CITES_AUTHORITY"
"AUTH_6222_S","AUTH_6222_T","CITES_AUTHORITY"
"AUTH_6223_S","AUTH_6223_T","CITES_AUTHORITY"
"AUTH_6224_S","AUTH_6224_T","CITES_AUTHORITY"
"AUTH_6225_S","AUTH_6225_T","CITES_AUTHORITY"
"AUTH_6226_S","AUTH_6226_T","CITES_AUTHORITY"
"AUTH_7412_S","AUTH_7412_T","CITES_AUTHORITY"
"AUTH_7413_S","AUTH_7413_T","CITES_AUTHORITY"
"AUTH_7414_S","AUTH_7414_T","CITES_AUTHORITY"
"AUTH_7415_S","AUTH_7415_T","CITES_AUTHORITY"
"AUTH_7416_S","AUTH_7416_T","CITES_AUTHORITY"
"AUTH_7417_S","AUTH_7417_T","CITES_AUTHORITY"
"AUTH_8027_S","AUTH_8027_T","CITES_AUTHORITY"
"AUTH_9102_S","AUTH_9102_T","CITES_AUTHORITY"
"AUTH_7030_S","AUTH_7030_T","CITES_AUTHORITY"
"AUTH_7031_S","AUTH_7031_T","CITES_AUTHORITY"
"AUTH_7032_S","AUTH_7032_T","CITES_AUTHORITY"
"AUTH_7033_S","AUTH_7033_T","CITES_AUTHORITY"
"AUTH_7034_S","AUTH_7034_T","CITES_AUTHORITY"
"AUTH_7035_S","AUTH_7035_T","CITES_AUTHORITY"
"AUTH_7036_S","AUTH_7036_T","CITES_AUTHORITY"
"AUTH_7037_S","AUTH_7037_T","CITES_AUTHORITY"
"AUTH_7038_S","AUTH_7038_T","CITES_AUTHORITY"
"AUTH_7039_S","AUTH_7039_T","CITES_AUTHORITY"
"AUTH_7040_S","AUTH_7040_T","CITES_AUTHORITY"
"AUTH_7041_S","AUTH_7041_T","CITES_AUTHORITY"
"AUTH_7042_S","AUTH_7042_T","CITES_AUTHORITY"
"AUTH_7043_S","AUTH_7043_T","CITES_AUTHORITY"
"AUTH_7044_S","AUTH_7044_T","CITES_AUTHORITY"
"AUTH_7045_S","AUTH_7045_T","CITES_AUTHORITY"
"AUTH_7046_S","AUTH_7046_T","CITES_AUTHORITY"
"AUTH_7047_S","AUTH_7047_T","CITES_AUTHORITY"
"AUTH_7048_S","AUTH_7048_T","CITES_AUTHORITY"
"AUTH_7049_S","AUTH_7049_T","CITES_AUTHORITY"
"AUTH_6986_S","AUTH_6986_T","CITES_AUTHORITY"
"AUTH_6987_S","AUTH_6987_T","CITES_AUTHORITY"
"AUTH_6988_S","AUTH_6988_T","CITES_AUTHORITY"
"AUTH_6989_S","AUTH_6989_T","CITES_AUTHORITY"
"AUTH_6990_S","AUTH_6990_T","CITES_AUTHORITY"
