evidenceId:ID,text,:LABEL
ev-107,107,Evidence
ev-108,108,Evidence
ev-109,109,Evidence
ev-110,110,Evidence
ev-111,111,Evidence
ev-112,112,Evidence
ev-113,113,Evidence
ev-114,114,Evidence
ev-115,115,Evidence
ev-116,116,Evidence
ev-117,117,Evidence
ev-118,118,Evidence
ev-119,119,Evidence
ev-120,120,Evidence
ev-121,121,Evidence
ev-122,122,Evidence
ev-123,123,Evidence
ev-124,124,Evidence
ev-125,125,Evidence
ev-126,126,Evidence
ev-127,127,Evidence
ev-128,128,Evidence
ev-129,129,Evidence
ev-130,130,Evidence
ev-131,131,Evidence
ev-132,132,Evidence
ev-133,133,Evidence
ev-134,134,Evidence
ev-135,135,Evidence
ev-136,136,Evidence
ev-137,137,Evidence
ev-138,138,Evidence
ev-139,139,Evidence
ev-140,140,Evidence
ev-141,141,Evidence
ev-142,142,Evidence
ev-143,143,Evidence
ev-144,144,Evidence
ev-145,145,Evidence
ev-146,146,Evidence
ev-147,147,Evidence
ev-148,148,Evidence
ev-149,149,Evidence
ev-150,150,Evidence
ev-151,151,Evidence
ev-152,152,Evidence
ev-153,153,Evidence
ev-154,154,Evidence
ev-155,155,Evidence
ev-156,156,Evidence
ev-157,157,Evidence
ev-158,158,Evidence
ev-159,159,Evidence
ev-160,160,Evidence
ev-161,161,Evidence
ev-162,162,Evidence
ev-163,163,Evidence
ev-164,164,Evidence
ev-165,165,Evidence
ev-166,166,Evidence
ev-167,167,Evidence
ev-168,168,Evidence
ev-169,169,Evidence
ev-170,170,Evidence
ev-171,171,Evidence
ev-172,172,Evidence
ev-173,173,Evidence
ev-174,174,Evidence
ev-175,175,Evidence
ev-176,176,Evidence
ev-177,177,Evidence
ev-178,178,Evidence
ev-179,179,Evidence
ev-180,180,Evidence
ev-181,181,Evidence
ev-182,182,Evidence
ev-183,183,Evidence
ev-184,184,Evidence
ev-185,185,Evidence
ev-186,186,Evidence
ev-187,187,Evidence
ev-188,188,Evidence
ev-189,189,Evidence
ev-190,190,Evidence
ev-191,191,Evidence
ev-192,192,Evidence
ev-193,193,Evidence
ev-194,194,Evidence
ev-195,195,Evidence
ev-196,196,Evidence
ev-197,197,Evidence
ev-198,198,Evidence
ev-199,199,Evidence
ev-200,200,Evidence
ev-201,201,Evidence
ev-202,202,Evidence
ev-203,203,Evidence
ev-204,204,Evidence
ev-205,205,Evidence
ev-206,206,Evidence
ev-207,207,Evidence
ev-208,208,Evidence
ev-209,209,Evidence
ev-210,210,Evidence
ev-211,211,Evidence
ev-212,212,Evidence
ev-213,213,Evidence
ev-214,214,Evidence
ev-215,215,Evidence
ev-216,216,Evidence
ev-217,217,Evidence
ev-218,218,Evidence
ev-219,219,Evidence
ev-220,220,Evidence
ev-221,221,Evidence
ev-222,222,Evidence
ev-223,223,Evidence
ev-224,224,Evidence
ev-225,225,Evidence
ev-226,226,Evidence
ev-227,227,Evidence
ev-228,228,Evidence
ev-229,229,Evidence
ev-230,230,Evidence
ev-231,231,Evidence
ev-232,232,Evidence
ev-233,233,Evidence
ev-234,234,Evidence
ev-235,235,Evidence
ev-236,236,Evidence
ev-237,237,Evidence
ev-238,238,Evidence
ev-239,239,Evidence
ev-240,240,Evidence
ev-241,241,Evidence
ev-242,242,Evidence
ev-243,243,Evidence
ev-244,244,Evidence
ev-245,245,Evidence
ev-246,246,Evidence
ev-247,247,Evidence
ev-248,248,Evidence
ev-249,249,Evidence
ev-250,250,Evidence
ev-251,251,Evidence
ev-252,252,Evidence
ev-253,253,Evidence
ev-254,254,Evidence
ev-255,255,Evidence
ev-256,256,Evidence
ev-257,257,Evidence
ev-258,258,Evidence
ev-259,259,Evidence
ev-260,260,Evidence
ev-261,261,Evidence
ev-262,262,Evidence
ev-263,263,Evidence
ev-264,264,Evidence
ev-265,265,Evidence
ev-266,266,Evidence
ev-267,267,Evidence
ev-268,268,Evidence
ev-269,269,Evidence
ev-270,270,Evidence
ev-271,271,Evidence
ev-272,272,Evidence
ev-273,273,Evidence
ev-274,274,Evidence
ev-275,275,Evidence
ev-276,276,Evidence
ev-277,277,Evidence
ev-278,278,Evidence
ev-279,279,Evidence
ev-280,280,Evidence
ev-281,281,Evidence
ev-282,282,Evidence
ev-283,283,Evidence
ev-284,284,Evidence
ev-285,285,Evidence
ev-286,286,Evidence
ev-287,287,Evidence
ev-288,288,Evidence
ev-289,289,Evidence
ev-290,290,Evidence
ev-291,291,Evidence
ev-292,292,Evidence
ev-293,293,Evidence
ev-294,294,Evidence
ev-295,295,Evidence
ev-296,296,Evidence
ev-297,297,Evidence
ev-298,298,Evidence
ev-299,299,Evidence
ev-300,300,Evidence
ev-301,301,Evidence
ev-302,302,Evidence
ev-303,303,Evidence
ev-304,304,Evidence
ev-305,305,Evidence
ev-306,306,Evidence
ev-307,307,Evidence
ev-308,308,Evidence
ev-309,309,Evidence
ev-310,310,Evidence
ev-311,311,Evidence
ev-312,312,Evidence
ev-313,313,Evidence
ev-314,314,Evidence
ev-315,315,Evidence
ev-316,316,Evidence
ev-317,317,Evidence
ev-318,318,Evidence
ev-319,319,Evidence
ev-320,320,Evidence
ev-321,321,Evidence
ev-322,322,Evidence
ev-323,323,Evidence
ev-324,324,Evidence
ev-325,325,Evidence
ev-326,326,Evidence
ev-327,327,Evidence
ev-328,328,Evidence
ev-329,329,Evidence
ev-330,330,Evidence
ev-331,331,Evidence
ev-332,332,Evidence
ev-333,333,Evidence
ev-334,334,Evidence
ev-335,335,Evidence
ev-336,336,Evidence
ev-337,337,Evidence
ev-338,338,Evidence
ev-339,339,Evidence
ev-340,340,Evidence
ev-341,341,Evidence
ev-342,342,Evidence
ev-343,343,Evidence
ev-344,344,Evidence
ev-345,345,Evidence
ev-346,346,Evidence
ev-347,347,Evidence
ev-348,348,Evidence
ev-349,349,Evidence
ev-350,350,Evidence
ev-351,351,Evidence
ev-352,352,Evidence
ev-353,353,Evidence
ev-354,354,Evidence
ev-355,355,Evidence
ev-356,356,Evidence
ev-357,357,Evidence
ev-358,358,Evidence
ev-359,359,Evidence
ev-360,360,Evidence
ev-361,361,Evidence
ev-362,362,Evidence
ev-363,363,Evidence
ev-364,364,Evidence
ev-365,365,Evidence
ev-366,366,Evidence
ev-367,367,Evidence
ev-368,368,Evidence
ev-369,369,Evidence
ev-370,370,Evidence
ev-371,371,Evidence
ev-372,372,Evidence
ev-373,373,Evidence
ev-374,374,Evidence
ev-375,375,Evidence
ev-376,376,Evidence
ev-377,377,Evidence
ev-378,378,Evidence
ev-379,379,Evidence
ev-380,380,Evidence
ev-381,381,Evidence
ev-382,382,Evidence
ev-383,383,Evidence
ev-384,384,Evidence
ev-385,385,Evidence
ev-386,386,Evidence
ev-387,387,Evidence
ev-388,388,Evidence
ev-389,389,Evidence
ev-390,390,Evidence
ev-391,391,Evidence
ev-392,392,Evidence
ev-393,393,Evidence
ev-394,394,Evidence
ev-395,395,Evidence
ev-396,396,Evidence
ev-397,397,Evidence
ev-398,398,Evidence
ev-399,399,Evidence
ev-400,400,Evidence
ev-401,401,Evidence
ev-402,402,Evidence
ev-403,403,Evidence
ev-404,404,Evidence
ev-405,405,Evidence
ev-406,406,Evidence
ev-407,407,Evidence
ev-408,408,Evidence
ev-409,409,Evidence
ev-410,410,Evidence
ev-411,411,Evidence
ev-412,412,Evidence
ev-413,413,Evidence
ev-414,414,Evidence
ev-415,415,Evidence
ev-416,416,Evidence
ev-417,417,Evidence
ev-418,418,Evidence
ev-419,419,Evidence
ev-420,420,Evidence
ev-421,421,Evidence
ev-422,422,Evidence
ev-423,423,Evidence
ev-424,424,Evidence
ev-425,425,Evidence
ev-426,426,Evidence
ev-427,427,Evidence
ev-428,428,Evidence
ev-429,429,Evidence
ev-430,430,Evidence
ev-431,431,Evidence
ev-432,432,Evidence
ev-433,433,Evidence
ev-434,434,Evidence
ev-435,435,Evidence
ev-436,436,Evidence
ev-437,437,Evidence
ev-438,438,Evidence
ev-439,439,Evidence
ev-440,440,Evidence
ev-441,441,Evidence
ev-442,442,Evidence
ev-443,443,Evidence
ev-444,444,Evidence
ev-445,445,Evidence
ev-446,446,Evidence
ev-447,447,Evidence
ev-448,448,Evidence
ev-449,449,Evidence
ev-450,450,Evidence
ev-451,451,Evidence
ev-452,452,Evidence
ev-453,453,Evidence
ev-454,454,Evidence
ev-455,455,Evidence
ev-456,456,Evidence
ev-457,457,Evidence
ev-458,458,Evidence
ev-459,459,Evidence
ev-460,460,Evidence
ev-461,461,Evidence
ev-462,462,Evidence
ev-463,463,Evidence
ev-464,464,Evidence
ev-465,465,Evidence
ev-466,466,Evidence
ev-467,467,Evidence
ev-468,468,Evidence
ev-469,469,Evidence
ev-470,470,Evidence
ev-471,471,Evidence
ev-472,472,Evidence
ev-473,473,Evidence
ev-474,474,Evidence
ev-475,475,Evidence
ev-476,476,Evidence
ev-477,477,Evidence
ev-478,478,Evidence
ev-479,479,Evidence
ev-480,480,Evidence
ev-481,481,Evidence
ev-482,482,Evidence
ev-483,483,Evidence
ev-484,484,Evidence
ev-485,485,Evidence
ev-486,486,Evidence
ev-487,487,Evidence
ev-488,488,Evidence
ev-489,489,Evidence
ev-490,490,Evidence
ev-491,491,Evidence
ev-492,492,Evidence
ev-493,493,Evidence
ev-494,494,Evidence
ev-495,495,Evidence
ev-496,496,Evidence
ev-497,497,Evidence
ev-498,498,Evidence
ev-499,499,Evidence
ev-500,500,Evidence
ev-501,501,Evidence
ev-502,502,Evidence
ev-503,503,Evidence
ev-504,504,Evidence
ev-505,505,Evidence
ev-506,506,Evidence
ev-507,507,Evidence
ev-508,508,Evidence
ev-509,509,Evidence
ev-510,510,Evidence
ev-511,511,Evidence
ev-512,512,Evidence
ev-513,513,Evidence
ev-514,514,Evidence
ev-515,515,Evidence
ev-516,516,Evidence
ev-517,517,Evidence
ev-518,518,Evidence
ev-519,519,Evidence
ev-520,520,Evidence
ev-521,521,Evidence
ev-522,522,Evidence
ev-523,523,Evidence
ev-524,524,Evidence
ev-525,525,Evidence
ev-526,526,Evidence
ev-527,527,Evidence
ev-528,528,Evidence
ev-529,529,Evidence
ev-530,530,Evidence
ev-531,531,Evidence
ev-532,532,Evidence
ev-533,533,Evidence
ev-534,534,Evidence
ev-535,535,Evidence
ev-536,536,Evidence
ev-537,537,Evidence
ev-538,538,Evidence
ev-539,539,Evidence
ev-540,540,Evidence
ev-541,541,Evidence
ev-542,542,Evidence
ev-543,543,Evidence
ev-544,544,Evidence
ev-545,545,Evidence
ev-546,546,Evidence
ev-547,547,Evidence
ev-548,548,Evidence
ev-549,549,Evidence
ev-550,550,Evidence
ev-551,551,Evidence
ev-552,552,Evidence
ev-553,553,Evidence
ev-554,554,Evidence
ev-555,555,Evidence
ev-556,556,Evidence
ev-557,557,Evidence
ev-558,558,Evidence
ev-559,559,Evidence
ev-560,560,Evidence
ev-561,561,Evidence
ev-562,562,Evidence
ev-563,563,Evidence
ev-564,564,Evidence
ev-565,565,Evidence
ev-566,566,Evidence
ev-567,567,Evidence
ev-568,568,Evidence
ev-569,569,Evidence
ev-570,570,Evidence
ev-571,571,Evidence
ev-572,572,Evidence
ev-573,573,Evidence
ev-574,574,Evidence
ev-575,575,Evidence
ev-576,576,Evidence
ev-577,577,Evidence
ev-578,578,Evidence
ev-579,579,Evidence
ev-580,580,Evidence
ev-581,581,Evidence
ev-582,582,Evidence
ev-583,583,Evidence
ev-584,584,Evidence
ev-585,585,Evidence
ev-586,586,Evidence
ev-587,587,Evidence
ev-588,588,Evidence
ev-589,589,Evidence
ev-590,590,Evidence
ev-591,591,Evidence
ev-592,592,Evidence
ev-593,593,Evidence
ev-594,594,Evidence
ev-595,595,Evidence
ev-596,596,Evidence
ev-597,597,Evidence
ev-598,598,Evidence
ev-599,599,Evidence
ev-600,600,Evidence
ev-601,601,Evidence
ev-602,602,Evidence
ev-603,603,Evidence
ev-604,604,Evidence
ev-605,605,Evidence
ev-606,606,Evidence
ev-607,607,Evidence
ev-608,608,Evidence
ev-609,609,Evidence
ev-610,610,Evidence
ev-611,611,Evidence
ev-612,612,Evidence
ev-613,613,Evidence
ev-614,614,Evidence
ev-615,615,Evidence
ev-616,616,Evidence
ev-617,617,Evidence
ev-618,618,Evidence
ev-619,619,Evidence
ev-620,620,Evidence
ev-621,621,Evidence
ev-622,622,Evidence
ev-623,623,Evidence
ev-624,624,Evidence
ev-625,625,Evidence
ev-626,626,Evidence
ev-627,627,Evidence
ev-628,628,Evidence
ev-629,629,Evidence
ev-630,630,Evidence
ev-631,631,Evidence
ev-632,632,Evidence
ev-633,633,Evidence
ev-634,634,Evidence
ev-635,635,Evidence
ev-636,636,Evidence
ev-637,637,Evidence
ev-638,638,Evidence
ev-639,639,Evidence
ev-640,640,Evidence
ev-641,641,Evidence
ev-642,642,Evidence
ev-643,643,Evidence
ev-644,644,Evidence
ev-645,645,Evidence
ev-646,646,Evidence
ev-647,647,Evidence
ev-648,648,Evidence
ev-649,649,Evidence
ev-650,650,Evidence
ev-651,651,Evidence
ev-652,652,Evidence
ev-653,653,Evidence
ev-654,654,Evidence
ev-655,655,Evidence
ev-656,656,Evidence
ev-657,657,Evidence
ev-658,658,Evidence
ev-659,659,Evidence
ev-660,660,Evidence
ev-661,661,Evidence
ev-662,662,Evidence
ev-663,663,Evidence
ev-664,664,Evidence
ev-665,665,Evidence
ev-666,666,Evidence
ev-667,667,Evidence
ev-668,668,Evidence
ev-669,669,Evidence
ev-670,670,Evidence
ev-671,671,Evidence
ev-672,672,Evidence
ev-673,673,Evidence
ev-674,674,Evidence
ev-675,675,Evidence
ev-676,676,Evidence
ev-677,677,Evidence
ev-678,678,Evidence
ev-679,679,Evidence
ev-680,680,Evidence
ev-681,681,Evidence
ev-682,682,Evidence
ev-683,683,Evidence
ev-684,684,Evidence
ev-685,685,Evidence
ev-686,686,Evidence
ev-687,687,Evidence
ev-688,688,Evidence
ev-689,689,Evidence
ev-690,690,Evidence
ev-691,691,Evidence
ev-692,692,Evidence
ev-693,693,Evidence
ev-694,694,Evidence
ev-695,695,Evidence
ev-696,696,Evidence
ev-697,697,Evidence
ev-698,698,Evidence
ev-699,699,Evidence
ev-700,700,Evidence
ev-701,701,Evidence
ev-702,702,Evidence
ev-703,703,Evidence
ev-704,704,Evidence
ev-705,705,Evidence
ev-706,706,Evidence
ev-707,707,Evidence
ev-708,708,Evidence
ev-709,709,Evidence
ev-710,710,Evidence
ev-711,711,Evidence
ev-712,712,Evidence
ev-713,713,Evidence
ev-714,714,Evidence
ev-715,715,Evidence
ev-716,716,Evidence
ev-717,717,Evidence
ev-718,718,Evidence
ev-719,719,Evidence
ev-720,720,Evidence
ev-721,721,Evidence
ev-722,722,Evidence
ev-723,723,Evidence
ev-724,724,Evidence
ev-725,725,Evidence
ev-726,726,Evidence
ev-727,727,Evidence
ev-728,728,Evidence
ev-729,729,Evidence
ev-730,730,Evidence
ev-731,731,Evidence
ev-732,732,Evidence
ev-733,733,Evidence
ev-734,734,Evidence
ev-735,735,Evidence
ev-736,736,Evidence
ev-737,737,Evidence
ev-738,738,Evidence
ev-739,739,Evidence
ev-740,740,Evidence
ev-741,741,Evidence
ev-742,742,Evidence
ev-743,743,Evidence
ev-744,744,Evidence
ev-745,745,Evidence
ev-746,746,Evidence
ev-747,747,Evidence
ev-748,748,Evidence
ev-749,749,Evidence
ev-750,750,Evidence
ev-751,751,Evidence
ev-752,752,Evidence
ev-753,753,Evidence
ev-754,754,Evidence
ev-755,755,Evidence
ev-756,756,Evidence
ev-757,757,Evidence
ev-758,758,Evidence
ev-759,759,Evidence
ev-760,760,Evidence
ev-761,761,Evidence
ev-762,762,Evidence
ev-763,763,Evidence
ev-764,764,Evidence
ev-765,765,Evidence
ev-766,766,Evidence
ev-767,767,Evidence
ev-768,768,Evidence
ev-769,769,Evidence
ev-770,770,Evidence
ev-771,771,Evidence
ev-772,772,Evidence
ev-773,773,Evidence
ev-774,774,Evidence
ev-775,775,Evidence
ev-776,776,Evidence
ev-777,777,Evidence
ev-778,778,Evidence
ev-779,779,Evidence
ev-780,780,Evidence
ev-781,781,Evidence
ev-782,782,Evidence
ev-783,783,Evidence
ev-784,784,Evidence
ev-785,785,Evidence
ev-786,786,Evidence
ev-787,787,Evidence
ev-788,788,Evidence
ev-789,789,Evidence
ev-790,790,Evidence
ev-791,791,Evidence
ev-792,792,Evidence
ev-793,793,Evidence
ev-794,794,Evidence
ev-795,795,Evidence
ev-796,796,Evidence
ev-797,797,Evidence
ev-798,798,Evidence
ev-799,799,Evidence
ev-800,800,Evidence
ev-801,801,Evidence
ev-802,802,Evidence
ev-803,803,Evidence
ev-804,804,Evidence
ev-805,805,Evidence
ev-806,806,Evidence
ev-807,807,Evidence
ev-808,808,Evidence
ev-809,809,Evidence
ev-810,810,Evidence
ev-811,811,Evidence
ev-812,812,Evidence
ev-813,813,Evidence
ev-814,814,Evidence
ev-815,815,Evidence
ev-816,816,Evidence
ev-817,817,Evidence
ev-818,818,Evidence
ev-819,819,Evidence
ev-820,820,Evidence
ev-821,821,Evidence
ev-822,822,Evidence
ev-823,823,Evidence
ev-824,824,Evidence
ev-825,825,Evidence
ev-826,826,Evidence
ev-827,827,Evidence
ev-828,828,Evidence
ev-829,829,Evidence
ev-830,830,Evidence
ev-831,831,Evidence
ev-832,832,Evidence
ev-833,833,Evidence
ev-834,834,Evidence
ev-835,835,Evidence
ev-836,836,Evidence
ev-837,837,Evidence
ev-838,838,Evidence
ev-839,839,Evidence
ev-840,840,Evidence
ev-841,841,Evidence
ev-842,842,Evidence
ev-843,843,Evidence
ev-844,844,Evidence
ev-845,845,Evidence
ev-846,846,Evidence
ev-847,847,Evidence
ev-848,848,Evidence
ev-849,849,Evidence
ev-850,850,Evidence
ev-851,851,Evidence
ev-852,852,Evidence
ev-853,853,Evidence
ev-854,854,Evidence
ev-855,855,Evidence
ev-856,856,Evidence
ev-857,857,Evidence
ev-858,858,Evidence
ev-859,859,Evidence
ev-860,860,Evidence
ev-861,861,Evidence
ev-862,862,Evidence
ev-863,863,Evidence
ev-864,864,Evidence
ev-865,865,Evidence
ev-866,866,Evidence
ev-867,867,Evidence
ev-868,868,Evidence
ev-869,869,Evidence
ev-870,870,Evidence
ev-871,871,Evidence
ev-872,872,Evidence
ev-873,873,Evidence
ev-874,874,Evidence
ev-875,875,Evidence
ev-876,876,Evidence
ev-877,877,Evidence
ev-878,878,Evidence
ev-879,879,Evidence
ev-880,880,Evidence
ev-881,881,Evidence
ev-882,882,Evidence
ev-883,883,Evidence
ev-884,884,Evidence
ev-885,885,Evidence
ev-886,886,Evidence
ev-887,887,Evidence
ev-888,888,Evidence
ev-889,889,Evidence
ev-890,890,Evidence
ev-891,891,Evidence
ev-892,892,Evidence
ev-893,893,Evidence
ev-894,894,Evidence
ev-895,895,Evidence
ev-896,896,Evidence
ev-897,897,Evidence
ev-898,898,Evidence
ev-899,899,Evidence
ev-900,900,Evidence
ev-901,901,Evidence
ev-902,902,Evidence
ev-903,903,Evidence
ev-904,904,Evidence
ev-905,905,Evidence
ev-906,906,Evidence
ev-907,907,Evidence
ev-908,908,Evidence
ev-909,909,Evidence
ev-910,910,Evidence
ev-911,911,Evidence
ev-912,912,Evidence
ev-913,913,Evidence
ev-914,914,Evidence
ev-915,915,Evidence
ev-916,916,Evidence
ev-917,917,Evidence
ev-918,918,Evidence
ev-919,919,Evidence
ev-920,920,Evidence
ev-921,921,Evidence
ev-922,922,Evidence
ev-923,923,Evidence
ev-924,924,Evidence
ev-925,925,Evidence
ev-926,926,Evidence
ev-927,927,Evidence
ev-928,928,Evidence
ev-929,929,Evidence
ev-930,930,Evidence
ev-931,931,Evidence
ev-932,932,Evidence
ev-933,933,Evidence
ev-934,934,Evidence
ev-935,935,Evidence
ev-936,936,Evidence
ev-937,937,Evidence
ev-938,938,Evidence
ev-939,939,Evidence
ev-940,940,Evidence
ev-941,941,Evidence
ev-942,942,Evidence
ev-943,943,Evidence
ev-944,944,Evidence
ev-945,945,Evidence
ev-946,946,Evidence
ev-947,947,Evidence
ev-948,948,Evidence
ev-949,949,Evidence
ev-950,950,Evidence
ev-951,951,Evidence
ev-952,952,Evidence
ev-953,953,Evidence
ev-954,954,Evidence
ev-955,955,Evidence
ev-956,956,Evidence
ev-957,957,Evidence
ev-958,958,Evidence
ev-959,959,Evidence
ev-960,960,Evidence
ev-961,961,Evidence
ev-962,962,Evidence
ev-963,963,Evidence
ev-964,964,Evidence
ev-965,965,Evidence
ev-966,966,Evidence
ev-967,967,Evidence
ev-968,968,Evidence
ev-969,969,Evidence
ev-970,970,Evidence
ev-971,971,Evidence
ev-972,972,Evidence
ev-973,973,Evidence
ev-974,974,Evidence
ev-975,975,Evidence
ev-976,976,Evidence
ev-977,977,Evidence
ev-978,978,Evidence
ev-979,979,Evidence
ev-980,980,Evidence
ev-981,981,Evidence
ev-982,982,Evidence
ev-983,983,Evidence
ev-984,984,Evidence
ev-985,985,Evidence
ev-986,986,Evidence
ev-987,987,Evidence
ev-988,988,Evidence
ev-989,989,Evidence
ev-990,990,Evidence
ev-991,991,Evidence
ev-992,992,Evidence
ev-993,993,Evidence
ev-994,994,Evidence
ev-995,995,Evidence
ev-996,996,Evidence
ev-997,997,Evidence
ev-998,998,Evidence
ev-999,999,Evidence
ev-1000,1000,Evidence
ev-1001,1001,Evidence
ev-1002,1002,Evidence
ev-1003,1003,Evidence
ev-1004,1004,Evidence
ev-1005,1005,Evidence
ev-1006,1006,Evidence
ev-1007,1007,Evidence
ev-1008,1008,Evidence
ev-1009,1009,Evidence
ev-1010,1010,Evidence
ev-1011,1011,Evidence
ev-1012,1012,Evidence
ev-1013,1013,Evidence
ev-1014,1014,Evidence
ev-1015,1015,Evidence
ev-1016,1016,Evidence
ev-1017,1017,Evidence
ev-1018,1018,Evidence
ev-1019,1019,Evidence
ev-1020,1020,Evidence
ev-1021,1021,Evidence
ev-1022,1022,Evidence
ev-1023,1023,Evidence
ev-1024,1024,Evidence
ev-1025,1025,Evidence
ev-1026,1026,Evidence
ev-1027,1027,Evidence
ev-1028,1028,Evidence
ev-1029,1029,Evidence
ev-1030,1030,Evidence
ev-1031,1031,Evidence
ev-1032,1032,Evidence
ev-1033,1033,Evidence
ev-1034,1034,Evidence
ev-1035,1035,Evidence
ev-1036,1036,Evidence
ev-1037,1037,Evidence
ev-1038,1038,Evidence
ev-1039,1039,Evidence
ev-1040,1040,Evidence
ev-1041,1041,Evidence
ev-1042,1042,Evidence
ev-1043,1043,Evidence
ev-1044,1044,Evidence
ev-1045,1045,Evidence
ev-1046,1046,Evidence
ev-1047,1047,Evidence
ev-1048,1048,Evidence
ev-1049,1049,Evidence
ev-1050,1050,Evidence
ev-1051,1051,Evidence
ev-1052,1052,Evidence
ev-1053,1053,Evidence
ev-1054,1054,Evidence
ev-1055,1055,Evidence
ev-1056,1056,Evidence
ev-1057,1057,Evidence
ev-1058,1058,Evidence
ev-1059,1059,Evidence
ev-1060,1060,Evidence
ev-1061,1061,Evidence
ev-1062,1062,Evidence
ev-1063,1063,Evidence
ev-1064,1064,Evidence
ev-1065,1065,Evidence
ev-1066,1066,Evidence
ev-1067,1067,Evidence
ev-1068,1068,Evidence
ev-1069,1069,Evidence
ev-1070,1070,Evidence
ev-1071,1071,Evidence
ev-1072,1072,Evidence
ev-1073,1073,Evidence
ev-1074,1074,Evidence
ev-1075,1075,Evidence
ev-1076,1076,Evidence
ev-1077,1077,Evidence
ev-1078,1078,Evidence
ev-1079,1079,Evidence
ev-1080,1080,Evidence
ev-1081,1081,Evidence
ev-1082,1082,Evidence
ev-1083,1083,Evidence
ev-1084,1084,Evidence
ev-1085,1085,Evidence
ev-1086,1086,Evidence
ev-1087,1087,Evidence
ev-1088,1088,Evidence
ev-1089,1089,Evidence
ev-1090,1090,Evidence
ev-1091,1091,Evidence
ev-1092,1092,Evidence
ev-1093,1093,Evidence
ev-1094,1094,Evidence
ev-1095,1095,Evidence
ev-1096,1096,Evidence
ev-1097,1097,Evidence
ev-1098,1098,Evidence
ev-1099,1099,Evidence
ev-1100,1100,Evidence
ev-1101,1101,Evidence
ev-1102,1102,Evidence
ev-1103,1103,Evidence
ev-1104,1104,Evidence
ev-1105,1105,Evidence
ev-1106,1106,Evidence
ev-1107,1107,Evidence
ev-1108,1108,Evidence
ev-1109,1109,Evidence
ev-1110,1110,Evidence
ev-1111,1111,Evidence
ev-1112,1112,Evidence
ev-1113,1113,Evidence
ev-1114,1114,Evidence
ev-1115,1115,Evidence
ev-1116,1116,Evidence
ev-1117,1117,Evidence
ev-1118,1118,Evidence
ev-1119,1119,Evidence
ev-1120,1120,Evidence
ev-1121,1121,Evidence
ev-1122,1122,Evidence
ev-1123,1123,Evidence
ev-1124,1124,Evidence
ev-1125,1125,Evidence
ev-1126,1126,Evidence
ev-1127,1127,Evidence
ev-1128,1128,Evidence
ev-1129,1129,Evidence
ev-1130,1130,Evidence
ev-1131,1131,Evidence
ev-1132,1132,Evidence
ev-1133,1133,Evidence
ev-1134,1134,Evidence
ev-1135,1135,Evidence
ev-1136,1136,Evidence
ev-1137,1137,Evidence
ev-1138,1138,Evidence
ev-1139,1139,Evidence
ev-1140,1140,Evidence
