date_raw,date_norm,relpath,line_no,context
5/16/25,2025-05-16,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
04/22/2025,2025-04-22,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
06/12/2025,2025-06-12,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
2/28/25,2025-02-28,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
02/28/2025,2025-02-28,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
04/22/2025,2025-04-22,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
2/28/25,2025-02-28,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
12/4/2025,2025-12-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
12/04/2025,2025-12-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
01/07/2025,2025-01-07,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
01/07/2025,2025-01-07,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
02/04/2025,2025-02-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
10/30/2024,2024-10-30,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
04/11/2024,2024-04-11,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
04/11/2024,2024-04-11,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
04/23/2024,2024-04-23,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
04/23/2024,2024-04-23,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
12/04/2023,2023-12-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
12/04/2023,2023-12-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
12/05/2023,2023-12-05,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
04/11/2024,2024-04-11,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
12/04/2023,2023-12-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
12/30/1987,1987-12-30,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
12/4/2024,2024-12-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
12/04/2025,2025-12-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
01/04/2024,2024-01-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
01/24/2024,2024-01-24,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
9/11/25,2025-09-11,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
9/11/25,2025-09-11,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/16/2025,2025-05-16,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/16/2025,2025-05-16,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
12/4/2025,2025-12-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
12/4/2025,2025-12-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/19/2025,2025-05-19,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/19/2025,2025-05-19,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/19/2025,2025-05-19,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/19/2025,2025-05-19,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
9/11/25,2025-09-11,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
9/11/25,2025-09-11,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/16/2025,2025-05-16,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/16/2025,2025-05-16,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
12/4/2025,2025-12-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
12/4/2025,2025-12-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/19/2025,2025-05-19,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/19/2025,2025-05-19,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/19/2025,2025-05-19,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/19/2025,2025-05-19,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
9/11/25,2025-09-11,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
9/11/25,2025-09-11,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/16/2025,2025-05-16,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/16/2025,2025-05-16,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
12/4/2025,2025-12-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
12/4/2025,2025-12-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/19/2025,2025-05-19,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/19/2025,2025-05-19,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/19/2025,2025-05-19,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
