source_dir,file,stream,kind,cite
EXTRACTED_TEXT,MIFILE_UPLOAD/03_Motion_to_Vacate.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,MIFILE_UPLOAD/03_Motion_to_Vacate.txt,MEEK1,MCL,MCL 600.2591
EXTRACTED_TEXT,MIFILE_UPLOAD/04_Brief_in_Support.txt,MEEK1,MCR,MCR 3.207(B)(1)
EXTRACTED_TEXT,MIFILE_UPLOAD/04_Brief_in_Support.txt,MEEK1,MCR,"MCR
3.210(C)"
EXTRACTED_TEXT,MIFILE_UPLOAD/04_Brief_in_Support.txt,MEEK1,MCR,"MCR
2.602(A)(3)"
EXTRACTED_TEXT,MIFILE_UPLOAD/04_Brief_in_Support.txt,MEEK1,MCR,MCR 2.107
EXTRACTED_TEXT,MIFILE_UPLOAD/04_Brief_in_Support.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,MIFILE_UPLOAD/06_Proposed_Order.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,MOTIONS_PDFS/Motion_in_Limine_104a.txt,MEEK2,MCR,MCR 3.207(B)
EXTRACTED_TEXT,MOTIONS_PDFS/Motion_in_Limine_104a.txt,MEEK2,MCL,MCL 750.539c
EXTRACTED_TEXT,MOTIONS_PDFS/Motion_in_Limine_104a.txt,MEEK2,MCL,MCL 750.539c
EXTRACTED_TEXT,MOTIONS_PDFS/Motion_Vacate_Footnoted.txt,MEEK1,MCR,MCR 1.109(E)(7)
EXTRACTED_TEXT,MOTIONS_PDFS/Motion_Vacate_Footnoted.txt,MEEK1,MCR,"MCR
3.207(B)(1)"
EXTRACTED_TEXT,MOTIONS_PDFS/Motion_Vacate_Footnoted.txt,MEEK1,MCR,"MCR
2.602(A)(3)"
EXTRACTED_TEXT,MOTIONS_PDFS/Motion_Vacate_Footnoted.txt,MEEK1,MCR,MCR 3.210(C)
EXTRACTED_TEXT,MOTIONS_PDFS/Motion_Vacate_Footnoted.txt,MEEK1,MCR,MCR 2.107(A)(1)
EXTRACTED_TEXT,MOTIONS_PDFS/Motion_Vacate_Footnoted.txt,MEEK1,MCR,"MCR
3.207(B)(5)"
EXTRACTED_TEXT,MOTIONS_PDFS/Motion_Vacate_Footnoted.txt,MEEK1,MCR,MCR 1.109(E)(7)
EXTRACTED_TEXT,MOTIONS_PDFS/Motion_Vacate_Footnoted.txt,MEEK1,MCL,"MCL
600.2591"
EXTRACTED_TEXT,MOTIONS_PDFS/Motion_Vacate_Footnoted.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,MOTIONS_PDFS/Motion_Vacate_Footnoted.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,MOTIONS_PDFS/Motion_Vacate_Footnoted.txt,MEEK1,MCL,MCL 600.2591
EXTRACTED_TEXT,MOTIONS_PDFS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,MOTIONS_PDFS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,MOTIONS_PDFS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCR,MCR 3.207(B)(1)
EXTRACTED_TEXT,MOTIONS_PDFS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,MOTIONS_PDFS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCR,MCR 3.206(D)
EXTRACTED_TEXT,MOTIONS_PDFS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCL,"MCL
722.27a"
EXTRACTED_TEXT,MOTIONS_PDFS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCL,"MCL
750.539c"
EXTRACTED_TEXT,MOTIONS_PDFS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,MOTIONS_PDFS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,MOTIONS_PDFS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCL,"MCL
750.539c"
EXTRACTED_TEXT,MOTIONS_PDFS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/DECLARATION IN SUPPORT OF MOTION TO CORRECT SUPPORT WITHHOLDING AND ENFORCE FINAL ORDER.txt,MEEK1,MCR,MCR 2.119(C)(1)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/DECLARATION_SUPPORT_EX_PARTE_MOTION_APRIL_16_2025.txt,MEEK1,MCR,MCR 2.119(C)(1)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY MOTION FOR EX PARTE TEMPORARY PARENTING TIME ORDER.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY MOTION FOR EX PARTE TEMPORARY PARENTING TIME ORDER.txt,MEEK1,MCR,MCR 3.215(E)(4)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY MOTION FOR EX PARTE TEMPORARY PARENTING TIME ORDER.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY MOTION FOR EX PARTE TEMPORARY PARENTING TIME ORDER.txt,MEEK1,MCR,MCR 3.215(E)(4)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY MOTION FOR EX PARTE TEMPORARY PARENTING TIME ORDER.txt,MEEK1,MCR,MCR 3.215
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY MOTION FOR EX PARTE TEMPORARY PARENTING TIME ORDER.txt,MEEK1,MCR,MCR 2.119(B)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY MOTION FOR EX PARTE TEMPORARY PARENTING TIME ORDER.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY MOTION FOR EX PARTE TEMPORARY PARENTING TIME ORDER.txt,MEEK1,MCR,MCR 3.215(E)(4)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY MOTION FOR EX PARTE TEMPORARY PARENTING TIME ORDER.txt,MEEK1,MCR,MCR 3.215(E)(4)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY MOTION FOR EX PARTE TEMPORARY PARENTING TIME ORDER.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY MOTION FOR EX PARTE TEMPORARY PARENTING TIME ORDER.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY MOTION FOR EX PARTE TEMPORARY PARENTING TIME ORDER.txt,MEEK1,MCL,MCL 722.23
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY MOTION FOR EX PARTE TEMPORARY PARENTING TIME ORDER.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY MOTION FOR EX PARTE TEMPORARY PARENTING TIME ORDER.txt,MEEK1,MCL,MCL 722.23
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY MOTION FOR EX PARTE TEMPORARY PARENTING TIME ORDER.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY MOTION FOR EX PARTE TEMPORARY PARENTING TIME ORDER.txt,MEEK1,MCL,MCL 722.23
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY MOTION FOR EX PARTE TEMPORARY PARENTING TIME ORDER.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY MOTION FOR EX PARTE TEMPORARY PARENTING TIME ORDER.txt,MEEK1,MCL,MCL 722.23
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY_EX_PARTE_MOTION_APRIL_16_202511.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY_EX_PARTE_MOTION_APRIL_16_202511.txt,MEEK1,MCR,MCR 3.215(E)(4)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY_EX_PARTE_MOTION_APRIL_16_202511.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY_EX_PARTE_MOTION_APRIL_16_202511.txt,MEEK1,MCR,MCR 3.215(E)(4)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY_EX_PARTE_MOTION_APRIL_16_202511.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY_EX_PARTE_MOTION_APRIL_16_202511.txt,MEEK1,MCL,MCL 722.23
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY_EX_PARTE_MOTION_APRIL_16_202511.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY_EX_PARTE_MOTION_APRIL_16_202511.txt,MEEK1,MCL,MCL 722.23
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY_EX_PARTE_MOTION_APRIL_16_202511.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EMERGENCY_EX_PARTE_MOTION_APRIL_16_202511.txt,MEEK1,MCL,MCL 722.23
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EX PARTE MOTION FOR IMMEDIATE ENFORCEMENT OF PARENTING TIME AND TEMPORARY MODIFICATION.txt,MEEK1,MCR,MCR 3.207(A)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EX PARTE MOTION FOR IMMEDIATE ENFORCEMENT OF PARENTING TIME AND TEMPORARY MODIFICATION.txt,MEEK1,MCR,MCR 3.207(A)(1)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EX PARTE MOTION FOR IMMEDIATE ENFORCEMENT OF PARENTING TIME AND TEMPORARY MODIFICATION.txt,MEEK1,MCL,MCL 722.27
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EX PARTE MOTION FOR IMMEDIATE ENFORCEMENT OF PARENTING TIME AND TEMPORARY MODIFICATION.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EX PARTE MOTION FOR IMMEDIATE ENFORCEMENT OF PARENTING TIME AND TEMPORARY MODIFICATION.txt,MEEK1,MCL,MCL 722.23
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EX PARTE MOTION FOR IMMEDIATE ENFORCEMENT OF PARENTING TIME AND TEMPORARY MODIFICATION.txt,MEEK1,MCL,MCL 722.27
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EX PARTE MOTION FOR IMMEDIATE ENFORCEMENT OF PARENTING TIME AND TEMPORARY MODIFICATION.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EX PARTE MOTION FOR IMMEDIATE ENFORCEMENT OF PARENTING TIME AND TEMPORARY MODIFICATION.txt,MEEK1,MCL,MCL 722.30
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EXHIBIT B  DECLARATION OF HARM LINCOLN DAVID WATSON.txt,MEEK1,MCR,MCR 1.109(D)(3)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EXHIBIT B  DECLARATION OF HARM LINCOLN DAVID WATSON.txt,MEEK1,MCR,MCR 1.109(D)(3)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EXHIBIT B  DECLARATION OF HARM LINCOLN DAVID WATSON.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/EXHIBIT B  DECLARATION OF HARM LINCOLN DAVID WATSON.txt,MEEK1,MCL,MCL 722.23
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/FILING COVERSHEET DE NOVO HEARING EXHIBIT PACKAGE.txt,MEEK1,MCR,MCR 3.215(F)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/FILING COVERSHEET DE NOVO HEARING EXHIBIT PACKAGE.txt,MEEK1,MCR,MCR 2.119(A)(1)(b)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/FILING COVERSHEET DE NOVO HEARING EXHIBIT PACKAGE.txt,MEEK1,MCL,MCL 722.27
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/MOTION COVER SHEET.txt,MEEK1,MCR,MCR 3.207(A)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/MOTION FOR LEAVE TO FILE SUPPORTING DOCUMENTS.txt,MEEK1,MCR,MCR 2.119(A)(1)(b)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/MOTION FOR LEAVE TO FILE SUPPORTING DOCUMENTS.txt,MEEK1,MCR,MCR 2.119(A)(1)(b)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/MOTION FOR LEAVE TO FILE SUPPORTING DOCUMENTS.txt,MEEK1,MCR,MCR 2.119(A)(1)(b)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/MOTION FOR LEAVE TO FILE SUPPORTING DOCUMENTS.txt,MEEK1,MCR,MCR 2.107
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/MOTION FOR LEAVE TO FILE SUPPORTING DOCUMENTS.txt,MEEK1,MCR,MCR 2.119(A)(1)(b)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/MOTION FOR LEAVE TO SUBMIT EXHIBITS AT DE NOVO HEARING.txt,MEEK1,MCR,MCR 2.119(A)(1)(b)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/MOTION FOR LEAVE TO SUBMIT EXHIBITS AT DE NOVO HEARING.txt,MEEK1,MCR,MCR 3.215(F)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/MOTION FOR LEAVE TO SUBMIT EXHIBITS AT DE NOVO HEARING.txt,MEEK1,MCR,MCR 3.215(E)(4)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/MOTION FOR LEAVE TO SUBMIT EXHIBITS AT DE NOVO HEARING.txt,MEEK1,MCR,MCR 3.215(F)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/MOTION FOR LEAVE TO SUBMIT EXHIBITS AT DE NOVO HEARING.txt,MEEK1,MCR,MCR 2.107
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/MOTION FOR LEAVE TO SUBMIT EXHIBITS AT DE NOVO HEARING.txt,MEEK1,MCL,MCL 722.27
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/MOTION_FOR_LEAVE_TO_FILE_EXHIBITS_APRIL_16_2025.txt,MEEK1,MCR,MCR 2.119(A)(1)(b)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/MOTION_FOR_LEAVE_TO_FILE_EXHIBITS_APRIL_16_2025.txt,MEEK1,MCR,MCR 2.119(A)(1)(b)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/MOTION_FOR_LEAVE_TO_FILE_EXHIBITS_APRIL_16_2025.txt,MEEK1,MCR,MCR 2.107
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/PROPOSED EX PARTE ORDER FOR IMMEDIATE ENFORCEMENT OF PARENTING TIME AND TEMPORARY MODIFICATION.txt,MEEK1,MCR,MCR 3.207(A)
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/PROPOSED EX PARTE ORDER FOR IMMEDIATE ENFORCEMENT OF PARENTING TIME AND TEMPORARY MODIFICATION.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/PROPOSED EX PARTE ORDER FOR IMMEDIATE ENFORCEMENT OF PARENTING TIME AND TEMPORARY MODIFICATION.txt,MEEK1,MCL,MCL 722.23
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/PROPOSED EX PARTE ORDER FOR IMMEDIATE ENFORCEMENT OF PARENTING TIME AND TEMPORARY MODIFICATION.txt,MEEK1,MCL,MCL 722.27
EXTRACTED_TEXT,NEW PARENTING TIME EXPARTE AND CUSTODY/PROPOSED_ORDER_LEAVE_TO_FILE_EXHIBITS_APRIL_16_2025.txt,MEEK1,MCR,MCR 2.119(A)(1)(b)
EXTRACTED_TEXT,"NEW PARENTING TIME EXPARTE AND CUSTODY/UNIVERSAL EXHIBIT INDEX  EX PARTE, CUSTODY, AND DE NOVO PARENTING TIME HEARING.txt",MEEK1,MCR,MCR 3.215(F)
EXTRACTED_TEXT,"NEW PARENTING TIME EXPARTE AND CUSTODY/UNIVERSAL EXHIBIT INDEX  EX PARTE, CUSTODY, AND DE NOVO PARENTING TIME HEARING.txt",MEEK1,MCR,MCR 3.207(A)
EXTRACTED_TEXT,"NEW PARENTING TIME EXPARTE AND CUSTODY/UNIVERSAL EXHIBIT INDEX  EX PARTE, CUSTODY, AND DE NOVO PARENTING TIME HEARING.txt",MEEK1,MCL,MCL 722.27
EXTRACTED_TEXT,"NEW PARENTING TIME EXPARTE AND CUSTODY/UNIVERSAL EXHIBIT INDEX  EX PARTE, CUSTODY, AND DE NOVO PARENTING TIME HEARING.txt",MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,Pigors_MOTIONS/Motion_in_Limine_104a.txt,MEEK2,MCR,MCR 3.207(B)
EXTRACTED_TEXT,Pigors_MOTIONS/Motion_in_Limine_104a.txt,MEEK2,MCL,MCL 750.539c
EXTRACTED_TEXT,Pigors_MOTIONS/Motion_in_Limine_104a.txt,MEEK2,MCL,MCL 750.539c
EXTRACTED_TEXT,Pigors_MOTIONS/Motion_Vacate_Footnoted.txt,MEEK1,MCR,MCR 1.109(E)(7)
EXTRACTED_TEXT,Pigors_MOTIONS/Motion_Vacate_Footnoted.txt,MEEK1,MCR,MCR 3.207(B)(1)
EXTRACTED_TEXT,Pigors_MOTIONS/Motion_Vacate_Footnoted.txt,MEEK1,MCR,MCR 2.602(A)(3)
EXTRACTED_TEXT,Pigors_MOTIONS/Motion_Vacate_Footnoted.txt,MEEK1,MCR,MCR 3.210(C)
EXTRACTED_TEXT,Pigors_MOTIONS/Motion_Vacate_Footnoted.txt,MEEK1,MCR,MCR 2.107(A)(1)
EXTRACTED_TEXT,Pigors_MOTIONS/Motion_Vacate_Footnoted.txt,MEEK1,MCR,MCR 3.207(B)(5)
EXTRACTED_TEXT,Pigors_MOTIONS/Motion_Vacate_Footnoted.txt,MEEK1,MCR,MCR 1.109(E)(7)
EXTRACTED_TEXT,Pigors_MOTIONS/Motion_Vacate_Footnoted.txt,MEEK1,MCL,MCL 600.2591
EXTRACTED_TEXT,Pigors_MOTIONS/Motion_Vacate_Footnoted.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,Pigors_MOTIONS/Motion_Vacate_Footnoted.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,Pigors_MOTIONS/Motion_Vacate_Footnoted.txt,MEEK1,MCL,MCL 600.2591
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCR,MCR 3.207(B)(1)
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCR,MCR 3.206(D)
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCR,MCR 1.109(D)(3)
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCR,MCR 3.206(D)
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCR,MCR 3.206(D)
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCL,MCL 750.539c
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCL,MCL 750.539c
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCL,MCL 750.539c
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCL,MCL 750.539c
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCL,MCL 750.539c
EXTRACTED_TEXT,Pigors_MOTIONS/Objection_CounterMotion_ProposedOrder.txt,MEEK1,MCL,MCL 722.27a
